timestamp,open,high,low,close,volume,prev_close,avg_daily_vol,vwap,ema9,ema20,ema200,macd,macd_signal,tr,atr14,pdi,mdi,dx,adx14,mom5,mom15
2025-04-23 13:30:00+00:00,8.800000190734863,8.800000190734863,8.744999885559082,8.744999885559082,27709.0,8.3100004196167,1635656.6666666667,8.763333320617676,8.744999885559082,8.744999885559082,8.744999885559082,0.0,0.0,0.05500030517578125,,,,,,,
2025-04-23 13:31:00+00:00,8.739999771118164,8.739999771118164,8.739999771118164,8.739999771118164,540.0,8.3100004196167,1635656.6666666667,8.762887282997593,8.743999862670899,8.744523684183756,8.744950133176586,-0.0003988695280519039,-7.977390561038079e-05,0.005000114440917969,,,,,,,
2025-04-23 13:32:00+00:00,8.739999771118164,8.739999771118164,8.739999771118164,8.739999771118164,0.0,8.3100004196167,1635656.6666666667,8.762887282997593,8.743199844360353,8.744092835320366,8.74490087584267,-0.0007068286223592679,-0.00020518484896015821,0.0,,,,,,,
2025-04-23 13:33:00+00:00,8.739999771118164,8.739999771118164,8.739999771118164,8.739999771118164,0.0,8.3100004196167,1635656.6666666667,8.762887282997593,8.742559829711915,8.74370301968206,8.744852108631482,-0.000940052088013843,-0.00035215829677089517,0.0,,,,,,,
2025-04-23 13:34:00+00:00,8.770000457763672,8.899999618530273,8.770000457763672,8.899999618530273,15050.0,8.3100004196167,1635656.6666666667,8.795483375130306,8.774047787475588,8.758588410048556,8.746395864948884,0.011651456410096017,0.0020485646446024874,0.15999984741210938,,,,,,,
2025-04-23 13:35:00+00:00,8.770000457763672,8.899999618530273,8.770000457763672,8.899999618530273,0.0,8.3100004196167,1635656.6666666667,8.795483375130306,8.799238153686526,8.772056144189673,8.747924260506908,0.02138381826576463,0.0059156153688349165,0.12999916076660156,,,,,,0.01772438364775142,
2025-04-23 13:36:00+00:00,8.829999923706055,8.829999923706055,8.795000076293945,8.795000076293945,1157.0,8.3100004196167,1635656.6666666667,8.795774429155221,8.798390538208011,8.774241280580556,8.748392676584391,0.020389165999748826,0.008810325495017698,0.10499954223632812,,,,,,0.006292941260425788,
2025-04-23 13:37:00+00:00,8.78499984741211,8.90999984741211,8.78499984741211,8.885000228881836,5611.0,8.3100004196167,1635656.6666666667,8.802972174882246,8.815712476342776,8.784789751847345,8.74975195571173,0.026557024219998837,0.012359665240013928,0.125,,,,,,0.016590441826192626,
2025-04-23 13:38:00+00:00,8.899999618530273,8.920000076293945,8.899999618530273,8.914999961853027,1941.0,8.3100004196167,1635656.6666666667,8.807028777451539,8.835569973444827,8.79719072422884,8.751396214479305,0.03347988871253982,0.016583709934519106,0.034999847412109375,,,,,,0.020022905642762323,
2025-04-23 13:39:00+00:00,8.899999618530273,8.920000076293945,8.899999618530273,8.920000076293945,11815.0,8.3100004196167,1635656.6666666667,8.826708006355389,8.852455994014651,8.808886852996945,8.753073864845621,0.03892111772947615,0.021051191493510518,0.020000457763671875,,,,,,0.0022472425416770747,
