Datetime,Close,High,Low,Open,Volume,prev_close,avg_daily_vol
,TRNO,TRNO,TRNO,TRNO,TRNO,,
2025-04-23 13:30:00+00:00,57.970001220703125,57.970001220703125,57.57500076293945,57.84000015258789,4998,56.79999923706055,995686.6666666666
2025-04-23 13:31:00+00:00,57.97999954223633,57.97999954223633,57.97999954223633,57.97999954223633,305,56.79999923706055,995686.6666666666
2025-04-23 13:34:00+00:00,58.279998779296875,58.279998779296875,58.279998779296875,58.279998779296875,1329,56.79999923706055,995686.6666666666
2025-04-23 13:35:00+00:00,58.39500045776367,58.39500045776367,58.220001220703125,58.279998779296875,520,56.79999923706055,995686.6666666666
2025-04-23 13:36:00+00:00,58.119998931884766,58.16999816894531,58.119998931884766,58.16999816894531,1390,56.79999923706055,995686.6666666666
2025-04-23 13:37:00+00:00,58.150001525878906,58.31999969482422,57.849998474121094,57.8650016784668,11636,56.79999923706055,995686.6666666666
2025-04-23 13:38:00+00:00,57.91999816894531,58.470001220703125,57.91999816894531,58.41999816894531,17424,56.79999923706055,995686.6666666666
2025-04-23 13:39:00+00:00,58.04999923706055,58.08000183105469,57.89500045776367,58.08000183105469,3983,56.79999923706055,995686.6666666666
2025-04-23 13:40:00+00:00,58.0,58.0,57.959999084472656,57.96500015258789,1314,56.79999923706055,995686.6666666666
2025-04-23 13:41:00+00:00,58.255001068115234,58.255001068115234,58.0,58.0,3342,56.79999923706055,995686.6666666666
2025-04-23 13:42:00+00:00,58.2400016784668,58.25,58.2400016784668,58.25,371,56.79999923706055,995686.6666666666
2025-04-23 13:43:00+00:00,58.2400016784668,58.2400016784668,58.2400016784668,58.2400016784668,200,56.79999923706055,995686.6666666666
2025-04-23 13:44:00+00:00,58.255001068115234,58.41999816894531,58.13999938964844,58.400001525878906,16144,56.79999923706055,995686.6666666666
2025-04-23 13:45:00+00:00,58.19499969482422,58.25,58.13999938964844,58.13999938964844,2969,56.79999923706055,995686.6666666666
2025-04-23 13:46:00+00:00,58.369998931884766,58.369998931884766,58.19499969482422,58.19499969482422,3114,56.79999923706055,995686.6666666666
2025-04-23 13:47:00+00:00,58.38999938964844,58.38999938964844,58.369998931884766,58.369998931884766,990,56.79999923706055,995686.6666666666
2025-04-23 13:48:00+00:00,58.39500045776367,58.470001220703125,58.39500045776367,58.470001220703125,1259,56.79999923706055,995686.6666666666
2025-04-23 13:49:00+00:00,58.56999969482422,58.630001068115234,58.39500045776367,58.39500045776367,2008,56.79999923706055,995686.6666666666
2025-04-23 13:50:00+00:00,58.415000915527344,58.56999969482422,58.38999938964844,58.56999969482422,2831,56.79999923706055,995686.6666666666
2025-04-23 13:51:00+00:00,58.540000915527344,58.540000915527344,58.4900016784668,58.4900016784668,1826,56.79999923706055,995686.6666666666
2025-04-23 13:52:00+00:00,58.34000015258789,58.45000076293945,58.27000045776367,58.439998626708984,4640,56.79999923706055,995686.6666666666
2025-04-23 13:53:00+00:00,58.36199951171875,58.36199951171875,58.349998474121094,58.349998474121094,805,56.79999923706055,995686.6666666666
2025-04-23 13:54:00+00:00,58.345001220703125,58.369998931884766,58.345001220703125,58.369998931884766,685,56.79999923706055,995686.6666666666
2025-04-23 13:55:00+00:00,58.345001220703125,58.349998474121094,58.345001220703125,58.345001220703125,1707,56.79999923706055,995686.6666666666
2025-04-23 13:56:00+00:00,58.279998779296875,58.38999938964844,58.279998779296875,58.380001068115234,966,56.79999923706055,995686.6666666666
2025-04-23 13:57:00+00:00,58.2599983215332,58.2599983215332,58.220001220703125,58.2599983215332,435,56.79999923706055,995686.6666666666
2025-04-23 13:58:00+00:00,58.31999969482422,58.33000183105469,58.209999084472656,58.2599983215332,9505,56.79999923706055,995686.6666666666
2025-04-23 13:59:00+00:00,58.349998474121094,58.349998474121094,58.130001068115234,58.310001373291016,5099,56.79999923706055,995686.6666666666
2025-04-23 14:00:00+00:00,58.189998626708984,58.404998779296875,58.06999969482422,58.35499954223633,12829,56.79999923706055,995686.6666666666
2025-04-23 14:01:00+00:00,58.220001220703125,58.244998931884766,58.220001220703125,58.244998931884766,664,56.79999923706055,995686.6666666666
2025-04-23 14:02:00+00:00,58.095001220703125,58.095001220703125,58.084999084472656,58.084999084472656,355,56.79999923706055,995686.6666666666
2025-04-23 14:03:00+00:00,58.06999969482422,58.095001220703125,58.06999969482422,58.095001220703125,2192,56.79999923706055,995686.6666666666
2025-04-23 14:04:00+00:00,58.20000076293945,58.20000076293945,58.20000076293945,58.20000076293945,262,56.79999923706055,995686.6666666666
2025-04-23 14:05:00+00:00,58.2599983215332,58.45000076293945,58.209999084472656,58.22999954223633,7375,56.79999923706055,995686.6666666666
2025-04-23 14:06:00+00:00,58.29999923706055,58.380001068115234,58.2599983215332,58.310001373291016,2757,56.79999923706055,995686.6666666666
2025-04-23 14:07:00+00:00,58.22999954223633,58.29999923706055,58.220001220703125,58.29999923706055,1501,56.79999923706055,995686.6666666666
2025-04-23 14:08:00+00:00,58.25,58.25,58.185001373291016,58.185001373291016,1988,56.79999923706055,995686.6666666666
2025-04-23 14:09:00+00:00,58.3650016784668,58.3650016784668,58.32500076293945,58.34000015258789,2009,56.79999923706055,995686.6666666666
2025-04-23 14:10:00+00:00,58.349998474121094,58.400001525878906,58.34000015258789,58.400001525878906,1150,56.79999923706055,995686.6666666666
2025-04-23 14:11:00+00:00,58.36000061035156,58.36000061035156,58.36000061035156,58.36000061035156,271,56.79999923706055,995686.6666666666
2025-04-23 14:12:00+00:00,58.310001373291016,58.36000061035156,58.310001373291016,58.32500076293945,63720,56.79999923706055,995686.6666666666
2025-04-23 14:13:00+00:00,58.165000915527344,58.2400016784668,58.165000915527344,58.2400016784668,1329,56.79999923706055,995686.6666666666
2025-04-23 14:14:00+00:00,58.26499938964844,58.290000915527344,58.2400016784668,58.25,2197,56.79999923706055,995686.6666666666
2025-04-23 14:15:00+00:00,58.18000030517578,58.279998779296875,58.18000030517578,58.279998779296875,2852,56.79999923706055,995686.6666666666
2025-04-23 14:16:00+00:00,58.15999984741211,58.18000030517578,58.154998779296875,58.18000030517578,3311,56.79999923706055,995686.6666666666
2025-04-23 14:17:00+00:00,58.060001373291016,58.15999984741211,58.060001373291016,58.15999984741211,1761,56.79999923706055,995686.6666666666
2025-04-23 14:18:00+00:00,58.07749938964844,58.08250045776367,58.0099983215332,58.0099983215332,1771,56.79999923706055,995686.6666666666
2025-04-23 14:19:00+00:00,58.09000015258789,58.130001068115234,58.08000183105469,58.10499954223633,1830,56.79999923706055,995686.6666666666
2025-04-23 14:20:00+00:00,57.9900016784668,58.040000915527344,57.9900016784668,58.029998779296875,838,56.79999923706055,995686.6666666666
2025-04-23 14:21:00+00:00,57.935001373291016,57.935001373291016,57.935001373291016,57.935001373291016,827,56.79999923706055,995686.6666666666
2025-04-23 14:23:00+00:00,58.0,58.0,58.0,58.0,1134,56.79999923706055,995686.6666666666
2025-04-23 14:24:00+00:00,57.959999084472656,57.959999084472656,57.959999084472656,57.959999084472656,365,56.79999923706055,995686.6666666666
2025-04-23 14:25:00+00:00,57.95000076293945,57.95000076293945,57.95000076293945,57.95000076293945,204,56.79999923706055,995686.6666666666
2025-04-23 14:26:00+00:00,57.97999954223633,58.02000045776367,57.95500183105469,57.95500183105469,8327,56.79999923706055,995686.6666666666
